,compound
8431,Mn1.6Pd6.4O9
8432,Mn4.0Pd4.0O9
8433,Mn0.9Pd8.1O10
8434,Mn1.8Pd7.2O10
8435,Mn4.5Pd4.5O10
8436,Fe0.1Pd0.9O
8437,Fe0.2Pd0.8O
8438,Fe0.5Pd0.5O
8439,Fe0.1Pd0.9O2
8440,Fe0.2Pd0.8O2
8441,Fe0.5Pd0.5O2
8442,Fe0.1Pd0.9O3
8443,Fe0.2Pd0.8O3
8444,Fe0.5Pd0.5O3
8445,Fe0.1Pd0.9O4
8446,Fe0.2Pd0.8O4
8447,Fe0.5Pd0.5O4
8448,Fe0.1Pd0.9O5
8449,Fe0.2Pd0.8O5
8450,Fe0.5Pd0.5O5
8451,Fe0.1Pd0.9O6
8452,Fe0.2Pd0.8O6
8453,Fe0.5Pd0.5O6
8454,Fe0.1Pd0.9O7
8455,Fe0.2Pd0.8O7
8456,Fe0.5Pd0.5O7
8457,Fe0.1Pd0.9O8
8458,Fe0.2Pd0.8O8
8459,Fe0.5Pd0.5O8
8460,Fe0.1Pd0.9O9
8461,Fe0.2Pd0.8O9
8462,Fe0.5Pd0.5O9
8463,Fe0.1Pd0.9O10
8464,Fe0.2Pd0.8O10
8465,Fe0.5Pd0.5O10
8466,Fe0.2Pd1.8O3
8467,Fe0.4Pd1.6O3
8468,FePdO3
8469,Fe0.2Pd1.8O5
8470,Fe0.4Pd1.6O5
8471,FePdO5
8472,Fe0.2Pd1.8O7
8473,Fe0.4Pd1.6O7
8474,FePdO7
8475,Fe0.2Pd1.8O9
8476,Fe0.4Pd1.6O9
8477,FePdO9
8478,Fe0.3Pd2.7O4
8479,Fe0.6Pd2.4O4
8480,Fe1.5Pd1.5O4
8481,Fe0.3Pd2.7O5
8482,Fe0.6Pd2.4O5
8483,Fe1.5Pd1.5O5
8484,Fe0.3Pd2.7O7
8485,Fe0.6Pd2.4O7
8486,Fe1.5Pd1.5O7
8487,Fe0.3Pd2.7O8
8488,Fe0.6Pd2.4O8
8489,Fe1.5Pd1.5O8
8490,Fe0.3Pd2.7O10
8491,Fe0.6Pd2.4O10
8492,Fe1.5Pd1.5O10
8493,Fe0.4Pd3.6O5
8494,Fe0.8Pd3.2O5
8495,Fe2.0Pd2.0O5
8496,Fe0.4Pd3.6O7
8497,Fe0.8Pd3.2O7
8498,Fe2.0Pd2.0O7
8499,Fe0.4Pd3.6O9
8500,Fe0.8Pd3.2O9
8501,Fe2.0Pd2.0O9
8502,Fe0.5Pd4.5O6
8503,FePd4.0O6
8504,Fe2.5Pd2.5O6
8505,Fe0.5Pd4.5O7
8506,FePd4.0O7
8507,Fe2.5Pd2.5O7
8508,Fe0.5Pd4.5O8
8509,FePd4.0O8
8510,Fe2.5Pd2.5O8
8511,Fe0.5Pd4.5O9
8512,FePd4.0O9
8513,Fe2.5Pd2.5O9
8514,Fe0.6Pd5.4O7
8515,Fe1.2Pd4.8O7
8516,Fe3.0Pd3.0O7
8517,Fe0.7Pd6.3O8
8518,Fe1.4Pd5.6O8
8519,Fe3.5Pd3.5O8
8520,Fe0.7Pd6.3O9
8521,Fe1.4Pd5.6O9
8522,Fe3.5Pd3.5O9
8523,Fe0.7Pd6.3O10
8524,Fe1.4Pd5.6O10
8525,Fe3.5Pd3.5O10
8526,Fe0.8Pd7.2O9
8527,Fe1.6Pd6.4O9
8528,Fe4.0Pd4.0O9
8529,Fe0.9Pd8.1O10
8530,Fe1.8Pd7.2O10
8531,Fe4.5Pd4.5O10
8532,Co0.1Pd0.9O
8533,Co0.2Pd0.8O
8534,Co0.5Pd0.5O
8535,Co0.1Pd0.9O2
8536,Co0.2Pd0.8O2
8537,Co0.5Pd0.5O2
8538,Co0.1Pd0.9O3
8539,Co0.2Pd0.8O3
8540,Co0.5Pd0.5O3
8541,Co0.1Pd0.9O4
8542,Co0.2Pd0.8O4
8543,Co0.5Pd0.5O4
8544,Co0.1Pd0.9O5
8545,Co0.2Pd0.8O5
8546,Co0.5Pd0.5O5
8547,Co0.1Pd0.9O6
8548,Co0.2Pd0.8O6
8549,Co0.5Pd0.5O6
8550,Co0.1Pd0.9O7
8551,Co0.2Pd0.8O7
8552,Co0.5Pd0.5O7
8553,Co0.1Pd0.9O8
8554,Co0.2Pd0.8O8
8555,Co0.5Pd0.5O8
8556,Co0.1Pd0.9O9
8557,Co0.2Pd0.8O9
8558,Co0.5Pd0.5O9
8559,Co0.1Pd0.9O10
8560,Co0.2Pd0.8O10
8561,Co0.5Pd0.5O10
8562,Co0.2Pd1.8O3
8563,Co0.4Pd1.6O3
8564,CoPdO3
8565,Co0.2Pd1.8O5
8566,Co0.4Pd1.6O5
8567,CoPdO5
8568,Co0.2Pd1.8O7
8569,Co0.4Pd1.6O7
8570,CoPdO7
8571,Co0.2Pd1.8O9
8572,Co0.4Pd1.6O9
8573,CoPdO9
8574,Co0.3Pd2.7O4
8575,Co0.6Pd2.4O4
8576,Co1.5Pd1.5O4
8577,Co0.3Pd2.7O5
8578,Co0.6Pd2.4O5
8579,Co1.5Pd1.5O5
8580,Co0.3Pd2.7O7
8581,Co0.6Pd2.4O7
8582,Co1.5Pd1.5O7
8583,Co0.3Pd2.7O8
8584,Co0.6Pd2.4O8
8585,Co1.5Pd1.5O8
8586,Co0.3Pd2.7O10
8587,Co0.6Pd2.4O10
8588,Co1.5Pd1.5O10
8589,Co0.4Pd3.6O5
8590,Co0.8Pd3.2O5
8591,Co2.0Pd2.0O5
8592,Co0.4Pd3.6O7
8593,Co0.8Pd3.2O7
8594,Co2.0Pd2.0O7
8595,Co0.4Pd3.6O9
8596,Co0.8Pd3.2O9
8597,Co2.0Pd2.0O9
8598,Co0.5Pd4.5O6
8599,CoPd4.0O6
8600,Co2.5Pd2.5O6
8601,Co0.5Pd4.5O7
8602,CoPd4.0O7
8603,Co2.5Pd2.5O7
8604,Co0.5Pd4.5O8
8605,CoPd4.0O8
8606,Co2.5Pd2.5O8
8607,Co0.5Pd4.5O9
8608,CoPd4.0O9
8609,Co2.5Pd2.5O9
8610,Co0.6Pd5.4O7
8611,Co1.2Pd4.8O7
8612,Co3.0Pd3.0O7
8613,Co0.7Pd6.3O8
8614,Co1.4Pd5.6O8
8615,Co3.5Pd3.5O8
8616,Co0.7Pd6.3O9
8617,Co1.4Pd5.6O9
8618,Co3.5Pd3.5O9
8619,Co0.7Pd6.3O10
8620,Co1.4Pd5.6O10
8621,Co3.5Pd3.5O10
8622,Co0.8Pd7.2O9
8623,Co1.6Pd6.4O9
8624,Co4.0Pd4.0O9
8625,Co0.9Pd8.1O10
8626,Co1.8Pd7.2O10
8627,Co4.5Pd4.5O10
8628,Ni0.1Pd0.9O
8629,Ni0.2Pd0.8O
8630,Ni0.5Pd0.5O
8631,Ni0.1Pd0.9O2
8632,Ni0.2Pd0.8O2
8633,Ni0.5Pd0.5O2
8634,Ni0.1Pd0.9O3
8635,Ni0.2Pd0.8O3
8636,Ni0.5Pd0.5O3
8637,Ni0.1Pd0.9O4
8638,Ni0.2Pd0.8O4
8639,Ni0.5Pd0.5O4
8640,Ni0.1Pd0.9O5
8641,Ni0.2Pd0.8O5
8642,Ni0.5Pd0.5O5
8643,Ni0.1Pd0.9O6
8644,Ni0.2Pd0.8O6
8645,Ni0.5Pd0.5O6
8646,Ni0.1Pd0.9O7
8647,Ni0.2Pd0.8O7
8648,Ni0.5Pd0.5O7
8649,Ni0.1Pd0.9O8
8650,Ni0.2Pd0.8O8
8651,Ni0.5Pd0.5O8
8652,Ni0.1Pd0.9O9
8653,Ni0.2Pd0.8O9
8654,Ni0.5Pd0.5O9
8655,Ni0.1Pd0.9O10
8656,Ni0.2Pd0.8O10
8657,Ni0.5Pd0.5O10
8658,Ni0.2Pd1.8O3
8659,Ni0.4Pd1.6O3
8660,NiPdO3
8661,Ni0.2Pd1.8O5
8662,Ni0.4Pd1.6O5
8663,NiPdO5
8664,Ni0.2Pd1.8O7
8665,Ni0.4Pd1.6O7
8666,NiPdO7
8667,Ni0.2Pd1.8O9
8668,Ni0.4Pd1.6O9
8669,NiPdO9
8670,Ni0.3Pd2.7O4
8671,Ni0.6Pd2.4O4
8672,Ni1.5Pd1.5O4
8673,Ni0.3Pd2.7O5
8674,Ni0.6Pd2.4O5
8675,Ni1.5Pd1.5O5
8676,Ni0.3Pd2.7O7
8677,Ni0.6Pd2.4O7
8678,Ni1.5Pd1.5O7
8679,Ni0.3Pd2.7O8
8680,Ni0.6Pd2.4O8
8681,Ni1.5Pd1.5O8
8682,Ni0.3Pd2.7O10
8683,Ni0.6Pd2.4O10
8684,Ni1.5Pd1.5O10
8685,Ni0.4Pd3.6O5
8686,Ni0.8Pd3.2O5
8687,Ni2.0Pd2.0O5
8688,Ni0.4Pd3.6O7
8689,Ni0.8Pd3.2O7
8690,Ni2.0Pd2.0O7
8691,Ni0.4Pd3.6O9
8692,Ni0.8Pd3.2O9
8693,Ni2.0Pd2.0O9
8694,Ni0.5Pd4.5O6
8695,NiPd4.0O6
8696,Ni2.5Pd2.5O6
8697,Ni0.5Pd4.5O7
8698,NiPd4.0O7
8699,Ni2.5Pd2.5O7
8700,Ni0.5Pd4.5O8
8701,NiPd4.0O8
8702,Ni2.5Pd2.5O8
8703,Ni0.5Pd4.5O9
8704,NiPd4.0O9
8705,Ni2.5Pd2.5O9
8706,Ni0.6Pd5.4O7
8707,Ni1.2Pd4.8O7
8708,Ni3.0Pd3.0O7
8709,Ni0.7Pd6.3O8
8710,Ni1.4Pd5.6O8
8711,Ni3.5Pd3.5O8
8712,Ni0.7Pd6.3O9
8713,Ni1.4Pd5.6O9
8714,Ni3.5Pd3.5O9
8715,Ni0.7Pd6.3O10
8716,Ni1.4Pd5.6O10
8717,Ni3.5Pd3.5O10
8718,Ni0.8Pd7.2O9
8719,Ni1.6Pd6.4O9
8720,Ni4.0Pd4.0O9
8721,Ni0.9Pd8.1O10
8722,Ni1.8Pd7.2O10
8723,Ni4.5Pd4.5O10
8724,Cr0.1Ag0.9O
8725,Cr0.2Ag0.8O
8726,Cr0.5Ag0.5O
8727,Cr0.1Ag0.9O2
8728,Cr0.2Ag0.8O2
8729,Cr0.5Ag0.5O2
8730,Cr0.1Ag0.9O3
8731,Cr0.2Ag0.8O3
8732,Cr0.5Ag0.5O3
8733,Cr0.1Ag0.9O4
8734,Cr0.2Ag0.8O4
8735,Cr0.5Ag0.5O4
8736,Cr0.1Ag0.9O5
8737,Cr0.2Ag0.8O5
8738,Cr0.5Ag0.5O5
8739,Cr0.1Ag0.9O6
8740,Cr0.2Ag0.8O6
8741,Cr0.5Ag0.5O6
8742,Cr0.1Ag0.9O7
8743,Cr0.2Ag0.8O7
8744,Cr0.5Ag0.5O7
8745,Cr0.1Ag0.9O8
8746,Cr0.2Ag0.8O8
8747,Cr0.5Ag0.5O8
8748,Cr0.1Ag0.9O9
8749,Cr0.2Ag0.8O9
8750,Cr0.5Ag0.5O9
8751,Cr0.1Ag0.9O10
8752,Cr0.2Ag0.8O10
8753,Cr0.5Ag0.5O10
8754,Cr0.2Ag1.8O3
8755,Cr0.4Ag1.6O3
8756,CrAgO3
8757,Cr0.2Ag1.8O5
8758,Cr0.4Ag1.6O5
8759,CrAgO5
8760,Cr0.2Ag1.8O7
8761,Cr0.4Ag1.6O7
8762,CrAgO7
8763,Cr0.2Ag1.8O9
8764,Cr0.4Ag1.6O9
8765,CrAgO9
8766,Cr0.3Ag2.7O4
8767,Cr0.6Ag2.4O4
8768,Cr1.5Ag1.5O4
8769,Cr0.3Ag2.7O5
8770,Cr0.6Ag2.4O5
8771,Cr1.5Ag1.5O5
8772,Cr0.3Ag2.7O7
8773,Cr0.6Ag2.4O7
8774,Cr1.5Ag1.5O7
8775,Cr0.3Ag2.7O8
8776,Cr0.6Ag2.4O8
8777,Cr1.5Ag1.5O8
8778,Cr0.3Ag2.7O10
8779,Cr0.6Ag2.4O10
8780,Cr1.5Ag1.5O10
8781,Cr0.4Ag3.6O5
8782,Cr0.8Ag3.2O5
8783,Cr2.0Ag2.0O5
8784,Cr0.4Ag3.6O7
8785,Cr0.8Ag3.2O7
8786,Cr2.0Ag2.0O7
8787,Cr0.4Ag3.6O9
8788,Cr0.8Ag3.2O9
8789,Cr2.0Ag2.0O9
8790,Cr0.5Ag4.5O6
8791,CrAg4.0O6
8792,Cr2.5Ag2.5O6
8793,Cr0.5Ag4.5O7
8794,CrAg4.0O7
8795,Cr2.5Ag2.5O7
8796,Cr0.5Ag4.5O8
8797,CrAg4.0O8
8798,Cr2.5Ag2.5O8
8799,Cr0.5Ag4.5O9
8800,CrAg4.0O9
8801,Cr2.5Ag2.5O9
8802,Cr0.6Ag5.4O7
8803,Cr1.2Ag4.8O7
8804,Cr3.0Ag3.0O7
8805,Cr0.7Ag6.3O8
8806,Cr1.4Ag5.6O8
8807,Cr3.5Ag3.5O8
8808,Cr0.7Ag6.3O9
8809,Cr1.4Ag5.6O9
8810,Cr3.5Ag3.5O9
8811,Cr0.7Ag6.3O10
8812,Cr1.4Ag5.6O10
8813,Cr3.5Ag3.5O10
8814,Cr0.8Ag7.2O9
8815,Cr1.6Ag6.4O9
8816,Cr4.0Ag4.0O9
8817,Cr0.9Ag8.1O10
8818,Cr1.8Ag7.2O10
8819,Cr4.5Ag4.5O10
8820,Mn0.1Ag0.9O
8821,Mn0.2Ag0.8O
8822,Mn0.5Ag0.5O
8823,Mn0.1Ag0.9O2
8824,Mn0.2Ag0.8O2
8825,Mn0.5Ag0.5O2
8826,Mn0.1Ag0.9O3
8827,Mn0.2Ag0.8O3
8828,Mn0.5Ag0.5O3
8829,Mn0.1Ag0.9O4
8830,Mn0.2Ag0.8O4
8831,Mn0.5Ag0.5O4
8832,Mn0.1Ag0.9O5
8833,Mn0.2Ag0.8O5
8834,Mn0.5Ag0.5O5
8835,Mn0.1Ag0.9O6
8836,Mn0.2Ag0.8O6
8837,Mn0.5Ag0.5O6
8838,Mn0.1Ag0.9O7
8839,Mn0.2Ag0.8O7
8840,Mn0.5Ag0.5O7
8841,Mn0.1Ag0.9O8
8842,Mn0.2Ag0.8O8
8843,Mn0.5Ag0.5O8
8844,Mn0.1Ag0.9O9
8845,Mn0.2Ag0.8O9
8846,Mn0.5Ag0.5O9
8847,Mn0.1Ag0.9O10
8848,Mn0.2Ag0.8O10
8849,Mn0.5Ag0.5O10
8850,Mn0.2Ag1.8O3
8851,Mn0.4Ag1.6O3
8852,MnAgO3
8853,Mn0.2Ag1.8O5
8854,Mn0.4Ag1.6O5
8855,MnAgO5
8856,Mn0.2Ag1.8O7
8857,Mn0.4Ag1.6O7
8858,MnAgO7
8859,Mn0.2Ag1.8O9
8860,Mn0.4Ag1.6O9
8861,MnAgO9
8862,Mn0.3Ag2.7O4
8863,Mn0.6Ag2.4O4
8864,Mn1.5Ag1.5O4
8865,Mn0.3Ag2.7O5
8866,Mn0.6Ag2.4O5
8867,Mn1.5Ag1.5O5
8868,Mn0.3Ag2.7O7
8869,Mn0.6Ag2.4O7
8870,Mn1.5Ag1.5O7
8871,Mn0.3Ag2.7O8
8872,Mn0.6Ag2.4O8
8873,Mn1.5Ag1.5O8
8874,Mn0.3Ag2.7O10
8875,Mn0.6Ag2.4O10
8876,Mn1.5Ag1.5O10
8877,Mn0.4Ag3.6O5
8878,Mn0.8Ag3.2O5
8879,Mn2.0Ag2.0O5
8880,Mn0.4Ag3.6O7
8881,Mn0.8Ag3.2O7
8882,Mn2.0Ag2.0O7
8883,Mn0.4Ag3.6O9
8884,Mn0.8Ag3.2O9
8885,Mn2.0Ag2.0O9
8886,Mn0.5Ag4.5O6
8887,MnAg4.0O6
8888,Mn2.5Ag2.5O6
8889,Mn0.5Ag4.5O7
8890,MnAg4.0O7
8891,Mn2.5Ag2.5O7
8892,Mn0.5Ag4.5O8
8893,MnAg4.0O8
8894,Mn2.5Ag2.5O8
8895,Mn0.5Ag4.5O9
8896,MnAg4.0O9
8897,Mn2.5Ag2.5O9
8898,Mn0.6Ag5.4O7
8899,Mn1.2Ag4.8O7
8900,Mn3.0Ag3.0O7
8901,Mn0.7Ag6.3O8
8902,Mn1.4Ag5.6O8
8903,Mn3.5Ag3.5O8
8904,Mn0.7Ag6.3O9
8905,Mn1.4Ag5.6O9
8906,Mn3.5Ag3.5O9
8907,Mn0.7Ag6.3O10
8908,Mn1.4Ag5.6O10
8909,Mn3.5Ag3.5O10
8910,Mn0.8Ag7.2O9
8911,Mn1.6Ag6.4O9
8912,Mn4.0Ag4.0O9
8913,Mn0.9Ag8.1O10
8914,Mn1.8Ag7.2O10
8915,Mn4.5Ag4.5O10
8916,Fe0.1Ag0.9O
8917,Fe0.2Ag0.8O
8918,Fe0.5Ag0.5O
8919,Fe0.1Ag0.9O2
8920,Fe0.2Ag0.8O2
8921,Fe0.5Ag0.5O2
8922,Fe0.1Ag0.9O3
8923,Fe0.2Ag0.8O3
8924,Fe0.5Ag0.5O3
8925,Fe0.1Ag0.9O4
8926,Fe0.2Ag0.8O4
8927,Fe0.5Ag0.5O4
8928,Fe0.1Ag0.9O5
8929,Fe0.2Ag0.8O5
8930,Fe0.5Ag0.5O5
8931,Fe0.1Ag0.9O6
8932,Fe0.2Ag0.8O6
8933,Fe0.5Ag0.5O6
8934,Fe0.1Ag0.9O7
8935,Fe0.2Ag0.8O7
8936,Fe0.5Ag0.5O7
8937,Fe0.1Ag0.9O8
8938,Fe0.2Ag0.8O8
8939,Fe0.5Ag0.5O8
8940,Fe0.1Ag0.9O9
8941,Fe0.2Ag0.8O9
8942,Fe0.5Ag0.5O9
8943,Fe0.1Ag0.9O10
8944,Fe0.2Ag0.8O10
8945,Fe0.5Ag0.5O10
8946,Fe0.2Ag1.8O3
8947,Fe0.4Ag1.6O3
8948,FeAgO3
8949,Fe0.2Ag1.8O5
8950,Fe0.4Ag1.6O5
8951,FeAgO5
8952,Fe0.2Ag1.8O7
8953,Fe0.4Ag1.6O7
8954,FeAgO7
8955,Fe0.2Ag1.8O9
8956,Fe0.4Ag1.6O9
8957,FeAgO9
8958,Fe0.3Ag2.7O4
8959,Fe0.6Ag2.4O4
8960,Fe1.5Ag1.5O4
8961,Fe0.3Ag2.7O5
8962,Fe0.6Ag2.4O5
8963,Fe1.5Ag1.5O5
8964,Fe0.3Ag2.7O7
8965,Fe0.6Ag2.4O7
8966,Fe1.5Ag1.5O7
8967,Fe0.3Ag2.7O8
8968,Fe0.6Ag2.4O8
8969,Fe1.5Ag1.5O8
8970,Fe0.3Ag2.7O10
8971,Fe0.6Ag2.4O10
8972,Fe1.5Ag1.5O10
8973,Fe0.4Ag3.6O5
8974,Fe0.8Ag3.2O5
8975,Fe2.0Ag2.0O5
8976,Fe0.4Ag3.6O7
8977,Fe0.8Ag3.2O7
8978,Fe2.0Ag2.0O7
8979,Fe0.4Ag3.6O9
8980,Fe0.8Ag3.2O9
8981,Fe2.0Ag2.0O9
8982,Fe0.5Ag4.5O6
8983,FeAg4.0O6
8984,Fe2.5Ag2.5O6
8985,Fe0.5Ag4.5O7
8986,FeAg4.0O7
8987,Fe2.5Ag2.5O7
8988,Fe0.5Ag4.5O8
8989,FeAg4.0O8
8990,Fe2.5Ag2.5O8
8991,Fe0.5Ag4.5O9
8992,FeAg4.0O9
8993,Fe2.5Ag2.5O9
8994,Fe0.6Ag5.4O7
8995,Fe1.2Ag4.8O7
8996,Fe3.0Ag3.0O7
8997,Fe0.7Ag6.3O8
8998,Fe1.4Ag5.6O8
8999,Fe3.5Ag3.5O8
9000,Fe0.7Ag6.3O9
9001,Fe1.4Ag5.6O9
9002,Fe3.5Ag3.5O9
9003,Fe0.7Ag6.3O10
9004,Fe1.4Ag5.6O10
9005,Fe3.5Ag3.5O10
9006,Fe0.8Ag7.2O9
9007,Fe1.6Ag6.4O9
9008,Fe4.0Ag4.0O9
9009,Fe0.9Ag8.1O10
9010,Fe1.8Ag7.2O10
9011,Fe4.5Ag4.5O10
9012,Co0.1Ag0.9O
9013,Co0.2Ag0.8O
9014,Co0.5Ag0.5O
9015,Co0.1Ag0.9O2
9016,Co0.2Ag0.8O2
9017,Co0.5Ag0.5O2
9018,Co0.1Ag0.9O3
9019,Co0.2Ag0.8O3
9020,Co0.5Ag0.5O3
9021,Co0.1Ag0.9O4
9022,Co0.2Ag0.8O4
9023,Co0.5Ag0.5O4
9024,Co0.1Ag0.9O5
9025,Co0.2Ag0.8O5
9026,Co0.5Ag0.5O5
9027,Co0.1Ag0.9O6
9028,Co0.2Ag0.8O6
9029,Co0.5Ag0.5O6
9030,Co0.1Ag0.9O7
9031,Co0.2Ag0.8O7
9032,Co0.5Ag0.5O7
9033,Co0.1Ag0.9O8
9034,Co0.2Ag0.8O8
9035,Co0.5Ag0.5O8
9036,Co0.1Ag0.9O9
9037,Co0.2Ag0.8O9
9038,Co0.5Ag0.5O9
9039,Co0.1Ag0.9O10
9040,Co0.2Ag0.8O10
9041,Co0.5Ag0.5O10
9042,Co0.2Ag1.8O3
9043,Co0.4Ag1.6O3
9044,CoAgO3
9045,Co0.2Ag1.8O5
9046,Co0.4Ag1.6O5
9047,CoAgO5
9048,Co0.2Ag1.8O7
9049,Co0.4Ag1.6O7
9050,CoAgO7
9051,Co0.2Ag1.8O9
9052,Co0.4Ag1.6O9
9053,CoAgO9
9054,Co0.3Ag2.7O4
9055,Co0.6Ag2.4O4
9056,Co1.5Ag1.5O4
9057,Co0.3Ag2.7O5
9058,Co0.6Ag2.4O5
9059,Co1.5Ag1.5O5
9060,Co0.3Ag2.7O7
9061,Co0.6Ag2.4O7
9062,Co1.5Ag1.5O7
9063,Co0.3Ag2.7O8
9064,Co0.6Ag2.4O8
9065,Co1.5Ag1.5O8
9066,Co0.3Ag2.7O10
9067,Co0.6Ag2.4O10
9068,Co1.5Ag1.5O10
9069,Co0.4Ag3.6O5
9070,Co0.8Ag3.2O5
9071,Co2.0Ag2.0O5
9072,Co0.4Ag3.6O7
9073,Co0.8Ag3.2O7
9074,Co2.0Ag2.0O7
9075,Co0.4Ag3.6O9
9076,Co0.8Ag3.2O9
9077,Co2.0Ag2.0O9
9078,Co0.5Ag4.5O6
9079,CoAg4.0O6
9080,Co2.5Ag2.5O6
9081,Co0.5Ag4.5O7
9082,CoAg4.0O7
9083,Co2.5Ag2.5O7
9084,Co0.5Ag4.5O8
9085,CoAg4.0O8
9086,Co2.5Ag2.5O8
9087,Co0.5Ag4.5O9
9088,CoAg4.0O9
9089,Co2.5Ag2.5O9
9090,Co0.6Ag5.4O7
9091,Co1.2Ag4.8O7
9092,Co3.0Ag3.0O7
9093,Co0.7Ag6.3O8
9094,Co1.4Ag5.6O8
9095,Co3.5Ag3.5O8
9096,Co0.7Ag6.3O9
9097,Co1.4Ag5.6O9
9098,Co3.5Ag3.5O9
9099,Co0.7Ag6.3O10
9100,Co1.4Ag5.6O10
9101,Co3.5Ag3.5O10
9102,Co0.8Ag7.2O9
9103,Co1.6Ag6.4O9
9104,Co4.0Ag4.0O9
9105,Co0.9Ag8.1O10
9106,Co1.8Ag7.2O10
9107,Co4.5Ag4.5O10
9108,Ni0.1Ag0.9O
9109,Ni0.2Ag0.8O
9110,Ni0.5Ag0.5O
9111,Ni0.1Ag0.9O2
9112,Ni0.2Ag0.8O2
9113,Ni0.5Ag0.5O2
9114,Ni0.1Ag0.9O3
9115,Ni0.2Ag0.8O3
9116,Ni0.5Ag0.5O3
9117,Ni0.1Ag0.9O4
9118,Ni0.2Ag0.8O4
9119,Ni0.5Ag0.5O4
9120,Ni0.1Ag0.9O5
9121,Ni0.2Ag0.8O5
9122,Ni0.5Ag0.5O5
9123,Ni0.1Ag0.9O6
9124,Ni0.2Ag0.8O6
9125,Ni0.5Ag0.5O6
9126,Ni0.1Ag0.9O7
9127,Ni0.2Ag0.8O7
9128,Ni0.5Ag0.5O7
9129,Ni0.1Ag0.9O8
9130,Ni0.2Ag0.8O8
9131,Ni0.5Ag0.5O8
9132,Ni0.1Ag0.9O9
9133,Ni0.2Ag0.8O9
9134,Ni0.5Ag0.5O9
9135,Ni0.1Ag0.9O10
9136,Ni0.2Ag0.8O10
9137,Ni0.5Ag0.5O10
9138,Ni0.2Ag1.8O3
9139,Ni0.4Ag1.6O3
9140,NiAgO3
9141,Ni0.2Ag1.8O5
9142,Ni0.4Ag1.6O5
9143,NiAgO5
9144,Ni0.2Ag1.8O7
9145,Ni0.4Ag1.6O7
9146,NiAgO7
9147,Ni0.2Ag1.8O9
9148,Ni0.4Ag1.6O9
9149,NiAgO9
9150,Ni0.3Ag2.7O4
9151,Ni0.6Ag2.4O4
9152,Ni1.5Ag1.5O4
9153,Ni0.3Ag2.7O5
9154,Ni0.6Ag2.4O5
9155,Ni1.5Ag1.5O5
9156,Ni0.3Ag2.7O7
9157,Ni0.6Ag2.4O7
9158,Ni1.5Ag1.5O7
9159,Ni0.3Ag2.7O8
9160,Ni0.6Ag2.4O8
9161,Ni1.5Ag1.5O8
9162,Ni0.3Ag2.7O10
9163,Ni0.6Ag2.4O10
9164,Ni1.5Ag1.5O10
9165,Ni0.4Ag3.6O5
9166,Ni0.8Ag3.2O5
9167,Ni2.0Ag2.0O5
9168,Ni0.4Ag3.6O7
9169,Ni0.8Ag3.2O7
9170,Ni2.0Ag2.0O7
9171,Ni0.4Ag3.6O9
9172,Ni0.8Ag3.2O9
9173,Ni2.0Ag2.0O9
9174,Ni0.5Ag4.5O6
9175,NiAg4.0O6
9176,Ni2.5Ag2.5O6
9177,Ni0.5Ag4.5O7
9178,NiAg4.0O7
9179,Ni2.5Ag2.5O7
9180,Ni0.5Ag4.5O8
9181,NiAg4.0O8
9182,Ni2.5Ag2.5O8
9183,Ni0.5Ag4.5O9
9184,NiAg4.0O9
9185,Ni2.5Ag2.5O9
9186,Ni0.6Ag5.4O7
9187,Ni1.2Ag4.8O7
9188,Ni3.0Ag3.0O7
9189,Ni0.7Ag6.3O8
9190,Ni1.4Ag5.6O8
9191,Ni3.5Ag3.5O8
9192,Ni0.7Ag6.3O9
9193,Ni1.4Ag5.6O9
9194,Ni3.5Ag3.5O9
9195,Ni0.7Ag6.3O10
9196,Ni1.4Ag5.6O10
9197,Ni3.5Ag3.5O10
9198,Ni0.8Ag7.2O9
9199,Ni1.6Ag6.4O9
9200,Ni4.0Ag4.0O9
9201,Ni0.9Ag8.1O10
9202,Ni1.8Ag7.2O10
9203,Ni4.5Ag4.5O10
9204,Cr0.1Cd0.9O
9205,Cr0.2Cd0.8O
9206,Cr0.5Cd0.5O
9207,Cr0.1Cd0.9O2
9208,Cr0.2Cd0.8O2
9209,Cr0.5Cd0.5O2
9210,Cr0.1Cd0.9O3
9211,Cr0.2Cd0.8O3
9212,Cr0.5Cd0.5O3
9213,Cr0.1Cd0.9O4
9214,Cr0.2Cd0.8O4
9215,Cr0.5Cd0.5O4
9216,Cr0.1Cd0.9O5
9217,Cr0.2Cd0.8O5
9218,Cr0.5Cd0.5O5
9219,Cr0.1Cd0.9O6
9220,Cr0.2Cd0.8O6
9221,Cr0.5Cd0.5O6
9222,Cr0.1Cd0.9O7
9223,Cr0.2Cd0.8O7
9224,Cr0.5Cd0.5O7
9225,Cr0.1Cd0.9O8
9226,Cr0.2Cd0.8O8
9227,Cr0.5Cd0.5O8
9228,Cr0.1Cd0.9O9
9229,Cr0.2Cd0.8O9
9230,Cr0.5Cd0.5O9
9231,Cr0.1Cd0.9O10
9232,Cr0.2Cd0.8O10
9233,Cr0.5Cd0.5O10
9234,Cr0.2Cd1.8O3
9235,Cr0.4Cd1.6O3
9236,CrCdO3
9237,Cr0.2Cd1.8O5
9238,Cr0.4Cd1.6O5
9239,CrCdO5
9240,Cr0.2Cd1.8O7
9241,Cr0.4Cd1.6O7
9242,CrCdO7
9243,Cr0.2Cd1.8O9
